"id","Protein.Name","Accession.Number","Molecular.Weight","Protein.Group.Score","Identified.Peptide.Count","Quantitative.Value","UniprotID","Gene_name","Description","Q11.1D","Q11.2D","Q11.3D","Q11.3D.R2","Q12.1D","Q12.2D","Q12.3D","Q12.3D.R2","Q13.1D","Q13.2D","Q13.3D","Q13.3D.R2","Q14.1D","Q14.2D","Q14.3D","Q15.1D","Q15.2D","Q15.3D","R71.1D","R71.2D","R71.3D","R72.1D","R72.2D","R72.3D","R73.1D","R73.2D","R73.3D","R74.1D","R74.2D","R74.3D","R75.1D","R75.2D","R75.3D","logFC_Fish.Oil.Diet_vs_Control.Diet","CI.L_Fish.Oil.Diet_vs_Control.Diet","CI.R_Fish.Oil.Diet_vs_Control.Diet","AveExpr_Fish.Oil.Diet_vs_Control.Diet","t_Fish.Oil.Diet_vs_Control.Diet","B_Fish.Oil.Diet_vs_Control.Diet","P.Value_Fish.Oil.Diet_vs_Control.Diet","adj.P.Val_Fish.Oil.Diet_vs_Control.Diet","sig.PVal_Fish.Oil.Diet_vs_Control.Diet","sig.FDR_Fish.Oil.Diet_vs_Control.Diet"
"2565","sp|Q6A028|SWP70_MOUSE Switch-associated protein 70 OS=Mus musculus OX=10090 GN=Swap70 PE=1 SV=2","SWP70_MOUSE","69 kDa",0.99394507,2,NA,"Q6A028","Swap70","Switch-associated protein 70",16.5001175215708,17.615500491815,NA,14.4725686825462,16.4276806764004,17.404201779122,17.0048237775519,16.8478287385947,NA,NA,16.707305696714,17.001458838609,16.843884861339,17.2319555355851,17.2774508723522,16.416716542371,14.1837802110722,15.7976293912803,16.5921605455361,14.9910793100312,15.9080215300434,16.553730077937,17.0852566378146,15.6116360061201,16.5661999249316,16.6609999809435,NA,17.2746670772782,17.6850945632476,16.6187617289407,16.7353857330816,17.6819818221989,16.9919850321851,0.124255947225773,-0.532730644680546,0.781242539132092,16.5755125374901,0.38706757863286,-7.42076088749935,0.701574513384206,0.791702594174289,0,0
"2566","sp|Q91VA6|PDIP2_MOUSE Polymerase delta-interacting protein 2 OS=Mus musculus OX=10090 GN=Poldip2 PE=1 SV=1","PDIP2_MOUSE","42 kDa",0.99393344,4,NA,"Q91VA6","Poldip2","Polymerase delta-interacting protein 2",20.705824776226,20.0219135958955,19.462106466859,19.2165763461372,20.0788473398471,20.4896563103775,21.0774253276786,20.4508167600453,20.3743710322113,21.2487850651486,20.4906663077236,20.4914061625032,20.7424478587114,20.5991579379616,20.3707817695714,20.5475917090894,20.453417361237,20.1627731879161,20.8686949131852,20.6633505240782,20.3065992151787,20.6249563664616,20.8868757997841,20.7907638431079,20.4053215058149,20.1972111320301,20.2009982509304,21.0562472229408,20.6961825207531,20.7742854865883,20.2584587368682,20.5542008643244,19.9224086122091,0.159072259887019,-0.135927336814743,0.45407185658878,20.4603369790726,1.09758800292872,-6.95075881770878,0.280426977043096,0.418962143329523,0,0
"2567","sp|Q80U04|PJA2_MOUSE E3 ubiquitin-protein ligase Praja-2 OS=Mus musculus OX=10090 GN=Pja2 PE=1 SV=2","PJA2_MOUSE","78 kDa",0.99390602,2,NA,"Q80U04","Pja2","E3 ubiquitin-protein ligase Praja-2",17.4280877325898,17.14037594035,17.7477976571913,16.3219231426867,17.5122456822309,17.3591237788651,15.7437012620166,17.3091888228463,17.961188705256,18.2607997276637,17.9413913127166,18.2724131706084,16.9733228340448,17.4711375082423,17.4129126497941,18.1493479608872,17.5982272589416,16.6553613642816,17.6876512098416,16.6706856731064,17.7026071997109,17.310652281833,17.1921349606356,15.7773542410563,15.3224284656304,16.7775910108939,16.8627895603431,16.4057614013846,16.4312311635233,17.5922658449151,16.7802649256845,17.1797428730614,17.6687125889658,-0.512461023917222,-0.989630749999421,-0.0352912978350234,17.170315754903,-2.18608382162117,-5.2672068806041,0.036105187709268,0.0833418470285818,0,0
"2568","sp|Q99KH8|STK24_MOUSE Serine/threonine-protein kinase 24 OS=Mus musculus OX=10090 GN=Stk24 PE=1 SV=1","STK24_MOUSE","48 kDa",0.99390085,3,NA,"Q99KH8","Stk24","Serine/threonine-protein kinase 24",16.6745728222751,18.2214701557147,18.0490886763431,18.1365811278771,16.0369621181624,18.0176412367289,18.3469250489905,18.6735986157316,18.1813450866307,18.8686461617473,17.7854320759946,17.6557804494126,18.6367565560956,17.8463627846896,18.6689179145747,14.7530836584642,15.8431582633042,18.2117085914386,15.4741051539911,18.3063323135424,12.7766878429271,17.1764786204527,18.8406042798929,18.1665469495038,18.1451056518673,18.3958821157656,18.7379953353404,18.6499436367114,18.74753847964,18.7976394250343,17.0947496432712,18.9083068993266,18.2795295000853,0.0660502040359354,-0.901702835898114,1.03380324396999,17.7304690058039,0.138927580308595,-7.54881851556409,0.890362851739338,0.928934527626962,0,0
"2569","sp|P53026|RL10A_MOUSE 60S ribosomal protein L10a OS=Mus musculus OX=10090 GN=Rpl10a PE=1 SV=3","RL10A_MOUSE","25 kDa",0.9938957,3,NA,"P53026","Rpl10a","60S ribosomal protein L10a",22.8628054733125,22.7115565184675,22.7076879752161,22.9655800290699,22.2102379233339,22.2557453831484,21.2755569720146,21.6730932562352,22.1619176396311,22.3044399580161,21.7343176469094,22.0687058070165,22.7151692606987,22.3649062292149,22.0615454956519,22.3891341814713,22.4874339450001,22.0790271533924,22.1837328571032,22.0014677902832,22.179994315828,22.4707645503201,22.3376567461536,22.4009872929407,22.0252070334484,22.3243991072591,22.2855211344995,22.2291702651089,22.5081811795268,22.3260221983377,22.1742903693969,22.6660031486816,22.5181843920533,0.0293910005182418,-0.215011863976609,0.273793865013093,22.2927407039013,0.244745660694641,-7.52798046842692,0.808182222015781,0.869563150270144,0,0
"2570","sp|O35900|LSM2_MOUSE U6 snRNA-associated Sm-like protein LSm2 OS=Mus musculus OX=10090 GN=Lsm2 PE=1 SV=1","LSM2_MOUSE","11 kDa",0.99388481,2,NA,"O35900","Lsm2","U6 snRNA-associated Sm-like protein LSm2",18.0499685267067,17.5841351511269,17.5559267787721,17.2949318555861,NA,17.7954131733019,17.045721532672,17.2836956633591,17.9494875693536,17.9478008580032,17.0337118068205,17.3575378782843,17.2085529524413,17.9112269066075,14.097297111759,17.4114960880504,18.0483910246693,14.7790375479958,17.6913799937798,18.0292683837322,16.6147170611787,NA,16.9264254427168,16.9250076609362,16.4954132679539,17.0393026433646,15.3055374870957,15.0953442434302,17.0639099119421,16.5860596068893,17.763815085611,17.4273962389289,13.93395816402,-0.561775444118858,-1.3650886179903,0.241537729752582,16.9436086328093,-1.4270925000466,-6.51193525447159,0.163688424802668,0.279091178572101,0,0
"2571","sp|P63248|IPKA_MOUSE cAMP-dependent protein kinase inhibitor alpha OS=Mus musculus OX=10090 GN=Pkia PE=1 SV=2","IPKA_MOUSE","8 kDa",0.99385889,3,NA,"P63248","Pkia","cAMP-dependent protein kinase inhibitor alpha",18.8312130595797,18.5534058811516,18.1109369357393,18.6289654592785,19.5849756868564,19.6387340592893,20.8051445491668,17.6497157640486,18.3325078237485,16.8595550121255,16.4765680444834,17.0718178263891,18.3209317882685,17.8936159018804,16.2318464345845,18.2638821155314,19.0012890288799,19.2844444007817,18.9916341585372,18.4299965938339,19.8056548268241,16.7833006887947,15.4363372160487,17.2669831288794,17.2039890359795,17.5335029678306,17.8313883324007,17.8897459186608,16.4227882408032,18.587026961235,17.8930755301604,19.1458431647668,17.3737085025198,-0.534754413947425,-1.33555794693474,0.266049119039886,18.0646825769411,-1.35927475123839,-6.6351237937187,0.183397416495264,0.303593664142319,0,0
"2572","sp|Q3UFY7|5NT3B_MOUSE 7-methylguanosine phosphate-specific 5'-nucleotidase OS=Mus musculus OX=10090 GN=Nt5c3b PE=1 SV=3","5NT3B_MOUSE","34 kDa",0.99385469,2,NA,"Q3UFY7","Nt5c3b","7-methylguanosine phosphate-specific 5'-nucleotidase",21.0486968145337,21.6218734445782,20.9519234342798,21.4203153725787,20.9570244011573,21.0552762683606,21.4018393298629,20.7260832784091,21.1676889641093,21.8780681460951,21.2655995998517,21.1490453765041,21.0085821492402,20.4767142868986,20.8849661139638,20.6540947289929,20.9904396030183,20.8841636775596,21.2987654651852,21.2364661039367,21.6746557173423,20.9522911484439,21.0631136874652,21.1510637669459,20.5897151199085,20.5551149127869,20.7002417417664,21.266110829993,21.4398951331762,20.0479783929941,21.4509339036933,21.0174070845543,20.2479615885447,-0.106240970772781,-0.388255106896481,0.17577316535092,21.037397260204,-0.766780537060517,-7.25925457065506,0.448725129308212,0.582158812288921,0,0
"2573","sp|P62900|RL31_MOUSE 60S ribosomal protein L31 OS=Mus musculus OX=10090 GN=Rpl31 PE=1 SV=1","RL31_MOUSE","14 kDa",0.99385159,2,NA,"P62900","Rpl31","60S ribosomal protein L31",21.4964070251278,22.3586323776248,22.2426534209439,22.0716846095605,22.548166238415,21.2937786594341,22.8487299013512,23.0567132222271,22.1052588138326,22.2480772733919,22.6006663027611,22.4629886625721,22.1950551454138,22.8318004438244,23.0164995521131,22.3976529219662,21.3238531962039,22.9500933089294,22.2300116185124,22.9212441438824,22.7522574446193,22.4569582786929,22.5876955672124,22.9131782714752,22.5482451438077,20.0426566018902,22.8846617733077,22.992594357493,22.5244759164552,22.9652546493481,22.5682136042452,22.0032625275698,22.3870704286032,0.115812517602503,-0.324394264396851,0.556019299601857,22.3886815576608,0.535522380910945,-7.41198196781079,0.595926867648988,0.709319871295541,0,0
"2574","sp|Q9D7H3|RTCA_MOUSE RNA 3'-terminal phosphate cyclase OS=Mus musculus OX=10090 GN=RtcA PE=1 SV=2","RTCA_MOUSE","39 kDa",0.99385138,2,NA,"Q9D7H3","RtcA","RNA 3'-terminal phosphate cyclase",18.4877248361152,18.6775581894385,16.9096174292103,17.5594679044679,18.597095935323,18.6723449810107,17.7486724290362,18.0175709287995,18.4522849233315,18.6655704414956,17.5302338295818,18.3783523497123,18.678904094709,18.793925921821,17.6758773516967,18.7082181437072,18.3725556329,18.4248351380373,18.4489239055799,17.7193360396427,16.8656400699634,18.3460874785269,18.3495835391951,17.6401457716165,18.2398929158174,17.9883824894943,17.6224186464402,18.1216543361573,18.4071470201955,17.8251880799315,18.1432998654616,17.7846800608632,17.4204448138136,-0.313523356730826,-0.659900423939039,0.0328537104773867,18.0992010755483,-1.84246659223462,-5.89923648620717,0.074526415783893,0.14936292761127,0,0
"2577","sp|Q9ES28|ARHG7_MOUSE Rho guanine nucleotide exchange factor 7 OS=Mus musculus OX=10090 GN=Arhgef7 PE=1 SV=2","ARHG7_MOUSE","97 kDa",0.99378941,5,NA,"Q9ES28","Arhgef7","Rho guanine nucleotide exchange factor 7",22.7872473071166,22.7180704769682,23.8173517025591,22.9499512685102,22.1882660159398,22.7876082235467,23.3651975515427,23.0392669296761,22.4910845695612,22.8543922606865,22.9803429803264,22.8455371151148,22.7659765295148,21.8930063860965,22.9294671355581,22.7622481866554,22.6724424669775,23.183715642351,21.9810686504183,22.6599316295018,21.8722084169053,23.1570355472339,22.5690880444233,22.9533632514002,22.9809324497417,22.946772704916,23.3280112669148,23.2971997084639,23.356835068764,23.1122007821214,22.8258748104708,23.2761957416441,23.1686634634457,0.0639602830520403,-0.241501168264746,0.369421734368826,22.8641380086384,0.426210006476401,-7.46563065815967,0.672757014641187,0.770787685881595,0,0
"2578","sp|P70170|ABCC9_MOUSE ATP-binding cassette sub-family C member 9 OS=Mus musculus OX=10090 GN=Abcc9 PE=1 SV=2","ABCC9_MOUSE","174 kDa",0.99378485,2,NA,"P70170","Abcc9","ATP-binding cassette sub-family C member 9",19.0834061507764,19.3737483806131,19.6799534364767,19.3973996841564,18.4673666018899,18.501950449304,18.6521735028926,19.1189677014221,17.7486731436246,18.0760808766329,18.2652074046811,18.3809928665985,18.2066937222692,17.2620183847364,18.5846145453594,17.7577212631996,18.1254265246783,18.7397463555318,18.576524634885,18.9479610557546,19.4417532855606,18.2999242615265,18.1403032818925,18.8672237237227,18.0949567637467,18.5367868585701,19.2526572355408,18.5029896188281,18.6748922970983,17.9953771216802,18.6410130302469,18.7783952384073,18.661844868241,0.104054607555476,-0.2760773292972,0.484186544408152,18.5707498263801,0.557193202413086,-7.39992182537393,0.581204735114143,0.697542227774033,0,0
"2579","sp|Q3UMF0|COBL1_MOUSE Cordon-bleu protein-like 1 OS=Mus musculus OX=10090 GN=Cobll1 PE=1 SV=2","COBL1_MOUSE","137 kDa",0.99376572,11,NA,"Q3UMF0","Cobll1","Cordon-bleu protein-like 1",20.1705577931091,20.3226880298882,20.0975502066318,19.9865503492213,19.579102026421,19.9252229541904,19.6374075906639,19.375507636725,20.0631766851575,19.5752010417667,20.382797798352,19.9292382626052,19.7746650113435,19.4489589672351,20.425740322331,20.1795956058291,20.3652701361363,20.5077632703751,19.4469936804332,19.6247046151398,20.1721678549638,19.5351675923947,19.8921234875164,19.6857036287074,19.6297793328803,19.7419369118179,20.2564246232988,20.1461774673214,19.9976033249245,19.7509004225903,20.341231791892,19.6166578188156,20.4105862492346,-0.102733506981433,-0.340194252224896,0.134727238262029,19.9392470451489,-0.880487462031215,-7.1649835326596,0.385017310151902,0.526846603380207,0,0
"2580","sp|Q91VR5|DDX1_MOUSE ATP-dependent RNA helicase DDX1 OS=Mus musculus OX=10090 GN=Ddx1 PE=1 SV=1","DDX1_MOUSE","83 kDa",0.99373678,7,NA,"Q91VR5","Ddx1","ATP-dependent RNA helicase DDX1",18.6575299994551,18.5934244599247,17.9947521544946,18.1826065747044,17.6874148013584,18.3409492210724,17.7014529262839,18.6607015197381,17.9155467925781,18.3917014196527,18.6561033501714,18.3499287552897,18.6253880489403,18.4045139136754,18.3947936681183,17.893042367635,18.2812877571939,18.1418174792795,17.552939956773,18.7997270062383,18.7934540214878,17.7080809266594,17.6551327918697,18.4105510007814,17.8493688782214,17.2976007134954,17.8824399442847,18.5349963880708,18.3442170561623,18.5950561836186,18.6006235725976,18.9526750531447,18.5847128763465,-0.0332813092147006,-0.33301058232911,0.266447963899709,18.2555918660399,-0.226016901755816,-7.53250097626531,0.822599890049502,0.88081277593296,0,0
"2581","sp|Q91VC4|PLVAP_MOUSE Plasmalemma vesicle-associated protein OS=Mus musculus OX=10090 GN=Plvap PE=1 SV=1","PLVAP_MOUSE","50 kDa",0.99371325,3,NA,"Q91VC4","Plvap","Plasmalemma vesicle-associated protein",16.6296247844438,16.6947894441536,18.8543613101628,17.4758856142626,16.8896405825111,16.3487208691775,16.1251864797539,15.8477015553149,13.5232074758391,16.3605380922177,17.0588073971221,17.0246748650459,17.5175915713737,16.0417378882375,16.1680895663731,15.2262126002014,16.4021456910172,15.1425538173651,16.7205898556244,16.6620151755723,17.9109038149754,16.4538077158216,16.7594825355707,16.382169060209,17.6623595431073,16.3770328078123,14.8903502844667,15.3487190877322,17.6682701713583,16.7772173544693,16.4385931809658,17.0311003516585,17.9723044594344,0.329690492997823,-0.376028087344347,1.03540907333999,16.5571631819197,0.950941332901323,-7.10030332719243,0.348637992849942,0.494545023099342,0,0
"2582","sp|Q8BIJ7|RUFY1_MOUSE RUN and FYVE domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rufy1 PE=1 SV=1","RUFY1_MOUSE","80 kDa",0.99369466,7,NA,"Q8BIJ7","Rufy1","RUN and FYVE domain-containing protein 1",20.6410144810493,20.9743821397279,20.4184386521287,21.6944679274875,20.7259904819532,21.4106473369258,21.1092317126016,20.0370935930485,20.3685883762361,21.3970156066474,21.4861997534565,20.3840254504864,20.040531942916,20.4194716288389,20.9138510045772,19.1612760230011,21.7688769602186,20.852640759328,20.4118926482645,20.9490348462509,21.0787115120907,20.3225068706735,20.8342737558822,21.2260684785833,20.1127228554362,20.501638244696,21.8463106715273,20.6428660923944,20.3332589914775,21.7572230409647,20.6048161525305,21.8626253687624,20.9976768087365,0.131900431960887,-0.304238409087461,0.568039273009234,20.8268293990576,0.615602400991219,-7.36508300633697,0.54243518077576,0.665381015467719,0,0
"2583","sp|Q8VDP3|MICA1_MOUSE [F-actin]-monooxygenase MICAL1 OS=Mus musculus OX=10090 GN=Mical1 PE=1 SV=1","MICA1_MOUSE","117 kDa",0.99368991,2,NA,"Q8VDP3","Mical1","[F-actin]-monooxygenase MICAL1",19.0872010690709,19.2854586062545,20.1285425864351,19.6596013805763,18.9244256580223,18.5549119018887,19.0659096184828,18.3810622407415,19.6144765625075,19.3402054250408,19.2044066532291,18.8947506454495,19.6259240276485,19.8335178502307,19.8516078308007,18.4526256962228,19.4451325837759,18.8552388042804,19.244381698198,19.1017788031813,19.0523603189452,19.9165549385082,19.3126987299566,19.0660067920928,19.6759518677946,18.7703141775056,18.8938484624403,19.3901999347728,18.9404673530717,18.9829696652976,19.5957453189346,19.0113931617671,19.4079131057183,-0.00943877482424327,-0.311107485750974,0.292229936102488,19.2293207111771,-0.0636876220470777,-7.55665120039125,0.949608023824015,0.968845604852676,0,0
"2585","sp|Q61107|GBP4_MOUSE Guanylate-binding protein 4 OS=Mus musculus OX=10090 GN=Gbp4 PE=1 SV=1","GBP4_MOUSE","71 kDa",0.99361455,3,NA,"Q61107","Gbp4","Guanylate-binding protein 4",17.604678834967,19.9276386025426,18.8704278936028,16.3561620515728,19.8634321908301,19.5663697226761,20.6338629928075,17.1689886922713,17.8675334309017,18.9165738531281,19.9857728820388,19.9906190754501,19.1770922595145,16.3013236727086,19.9905960997248,19.050827311073,17.7825510741653,18.8480835923203,18.9373783334336,19.8091394929711,18.536410797846,18.3734164715459,20.0959729087333,19.8685152144673,20.2963100144603,18.401502337988,18.8667569438497,19.7907223859558,19.9857264051784,20.0298192516659,20.1990414779528,19.9409223381681,20.3215612372071,0.791183361189582,0.039196528924314,1.54317019345485,19.131991813446,2.14163650930189,-5.35361259500149,0.0397984284265669,0.0901390737874438,0,0
"2588","sp|Q60953|PML_MOUSE Protein PML OS=Mus musculus OX=10090 GN=Pml PE=1 SV=3","PML_MOUSE","98 kDa",0.99359068,3,NA,"Q60953","Pml","Protein PML",18.1976688478992,18.5881037923983,18.3176227042268,18.3641571924855,18.5419814972949,18.3599350486945,16.7493991438058,17.2572451889861,17.882500970946,17.398845165548,16.5241077354896,17.2170729843697,18.1264236267729,17.9176992190839,16.7825542103603,17.9945211225647,18.2650591789586,17.1362682185132,18.2179504437982,18.3722195473902,16.2494139246718,18.4550330502737,18.2802764448829,17.7128622123233,18.0938198903863,18.6156158445775,17.082497195552,18.5459133969615,17.3262363839234,18.3784637367131,17.4989177394641,17.8252004914135,17.0857467466635,0.0926130339108902,-0.37747479414034,0.56270086196212,17.798828269618,0.401025471117271,-7.47628110225376,0.691020259583538,0.783156294194677,0,0
"2589","sp|Q8JZN7|MIRO2_MOUSE Mitochondrial Rho GTPase 2 OS=Mus musculus OX=10090 GN=Rhot2 PE=1 SV=1","MIRO2_MOUSE","69 kDa",0.99358735,6,NA,"Q8JZN7","Rhot2","Mitochondrial Rho GTPase 2",20.513852616728,20.4076341480587,18.7617564297915,20.008430137004,20.9367675244913,20.7655371660062,19.914517260942,20.713058072943,20.7410703321298,20.7673065194104,20.0837034316595,19.4747152350043,20.5236985489898,20.5354468908018,19.8281548879032,20.7974931079342,20.6352094013657,20.0740792457766,20.9764445627229,20.8974444037614,20.5961293549348,21.0827473779493,21.0011391870044,20.6769281289081,20.9878521993712,20.9519276418374,20.4855187493409,21.0357135557185,21.0713718572574,20.6368234780518,21.3206517414488,21.1457047627767,20.7921185049647,0.605988202795434,0.296069559374685,0.915906846216182,20.5800286806966,3.98003695262098,-0.927628613957161,0.000361857877855449,0.00189450954167074,0,0
"2590","sp|Q9D2R8|RT33_MOUSE 28S ribosomal protein S33, mitochondrial OS=Mus musculus OX=10090 GN=Mrps33 PE=1 SV=1","RT33_MOUSE","12 kDa",0.99347212,2,NA,"Q9D2R8","Mrps33","28S ribosomal protein S33, mitochondrial",20.1727550749747,19.7973442234836,19.43869934486,19.026190308586,20.2456798422279,20.3961790371856,20.133099363894,20.4934103866099,20.6559558789989,20.5094524419445,20.7141751474468,21.1754716227951,20.4988548531271,20.2318951544161,20.2958712691814,19.9180836999377,20.3556532363459,19.9257819208592,20.5896078260631,21.1830876260771,20.5602333037355,20.7452740764054,20.5920723675396,19.7895630081775,20.8125278518812,20.6094642175935,20.7297258370022,20.7992699315303,20.592662340908,19.9006122575021,20.7737929066044,20.5830310810553,19.982697987037,0.328210796447785,0.0193525587502103,0.637069034145359,20.3705507704844,2.16303880646889,-5.31213398001369,0.0379763484084976,0.0868975826607744,0,0
"2591","sp|Q91V61|SFXN3_MOUSE Sideroflexin-3 OS=Mus musculus OX=10090 GN=Sfxn3 PE=1 SV=1","SFXN3_MOUSE","35 kDa",0.99346849,2,NA,"Q91V61","Sfxn3","Sideroflexin-3",18.4824564422361,18.0618976716251,17.4962819208131,17.8438608725184,18.3703976166476,18.4007395385787,18.0152078369341,18.3661596628312,18.176903466647,18.5856155187125,18.5020969135508,18.0758777321168,18.3469253257593,18.6899034759417,18.4446159074238,18.5350706692679,18.6089656987124,18.6266487414736,18.1377627080526,18.7649959654476,18.5345352804663,18.8354399175613,18.3649899592739,18.5369413036868,18.6033065431795,18.3265513046787,18.3118877175446,18.2385342348777,18.7320311346771,18.474452115627,18.3673671648263,18.2682287407681,18.0760575849309,0.125448499940426,-0.0716912701606545,0.322588270041505,18.3697789905269,1.29502622770173,-6.71828691499837,0.204366878185796,0.329403389825405,0,0
